"","Sender","Receiver","Date","Hour","Minute","Duration_seconds","Focal"
"1220","Ye-Ji","Lahana","2022-02-14",13,59,100,"Ye-Ji"
"1221","Kaci","Saara","2022-01-01",17,50,181,"Saara"
"1222","Mufliha","Lahana","2022-04-28",15,43,116,"Lahana"
"1223","Trevor","Kristen","2022-04-16",11,18,211,"Kristen"
"1224","Trevor","Luis","2022-02-02",10,38,44,"Trevor"
"1225","Kelia","Adam","2022-07-07",7,34,238,"Adam"
"1226","Burton","Maleeha","2022-04-16",9,0,149,"Burton"
"1227","Burton","Luis","2022-10-22",10,2,174,"Luis"
"1228","Brie","Anjanetta","2022-01-01",9,56,95,"Anjanetta"
"1229","Deunna","Ye-Ji","2022-04-04",8,5,26,"Deunna"
"1230","Charise","Yushan","2022-12-24",11,2,58,"Charise"
"1231","Amelia","Ye-Ji","2022-09-21",15,2,137,"Ye-Ji"
"1232","Kurtis","Adyn","2022-04-28",14,11,225,"Adyn"
"1233","Tre","Maleeha","2022-05-17",7,35,189,"Maleeha"
"1234","Andrew","Kristen","2022-01-13",17,21,155,"Kristen"
"1235","Bryanna","Nawwaara","2022-02-02",13,43,30,"Nawwaara"
"1236","Makayla","Okatomi","2022-10-22",13,50,137,"Okatomi"
"1237","Nhi","Dawnielle","2022-02-02",15,44,27,"Nhi"
"1238","Erick","Adyn","2022-06-30",8,37,68,"Adyn"
"1239","Luis","Varun","2022-11-11",9,27,185,"Varun"
"1240","Tahleela","Timothy","2022-11-11",10,14,214,"Tahleela"
"1241","Yushan","Mufliha","2022-03-03",13,37,129,"Yushan"
"1242","Saara","Shelby","2022-08-20",16,12,159,"Shelby"
"1243","Shelby","Nawwaara","2022-11-11",12,4,92,"Shelby"
"1244","Lahana","Ye-Ji","2022-02-14",16,19,175,"Ye-Ji"
"1245","Connor","Kristen","2022-07-07",14,18,224,"Connor"
"1246","Luis","Tre","2022-11-23",12,36,32,"Luis"
"1247","Trevor","Luis","2022-02-02",10,45,142,"Trevor"
"1248","Yushan","Okatomi","2022-04-04",13,24,109,"Yushan"
"1249","Abdus Samad","Anjanetta","2022-05-29",14,33,179,"Anjanetta"
"1250","Nhi","Sydni","2022-08-08",10,21,201,"Nhi"
"1251","Burton","Kristen","2022-06-18",13,3,222,"Kristen"
"1252","Hadiyya","Kendell","2022-03-15",12,23,63,"Kendell"
"1253","Kiana","Mikaela","2022-02-02",16,55,68,"Kiana"
"1254","Kaci","Simone","2022-06-18",12,20,174,"Simone"
"1255","Okatomi","Luis","2022-10-22",13,41,149,"Okatomi"
"1256","Mckayla","Luis","2022-10-22",10,30,71,"Luis"
"1257","Anjanetta","Adyn","2022-06-30",8,26,75,"Adyn"
"1258","Andrew","Luis","2022-12-24",15,56,198,"Andrew"
"1259","Bryanna","Yushan","2022-04-28",13,38,36,"Bryanna"
"1260","Deonte","Kristen","2022-09-09",7,28,210,"Deonte"
"1261","Nawwaara","Lahana","2022-09-09",8,0,121,"Nawwaara"
"1262","Ashqar","Luis","2022-06-06",14,1,239,"Luis"
"1263","Najeeba","Makayla","2022-09-21",14,54,164,"Najeeba"
"1264","Shelby","Pamela","2022-03-15",9,57,38,"Shelby"
"1265","Burton","Luis","2022-10-22",10,24,35,"Luis"
"1266","Deonte","Kristen","2022-09-21",11,11,181,"Kristen"
"1267","Kaci","Amelia","2022-01-01",13,26,121,"Amelia"
"1268","Shelby","Brie","2022-04-16",7,18,154,"Brie"
"1269","Ashqar","Lohitha","2022-02-02",14,1,184,"Ashqar"
"1270","Shelby","Pamela","2022-08-20",16,49,109,"Shelby"
"1271","Anastasia","Adyn","2022-07-31",15,44,34,"Anastasia"
"1272","Kiana","Najeeba","2022-11-23",11,37,91,"Kiana"
"1273","Mckayla","Yeni","2022-10-22",7,10,46,"Mckayla"
"1274","Anastasia","Luis","2022-08-08",11,52,51,"Anastasia"
"1275","Deunna","Yushan","2022-02-14",10,52,186,"Deunna"
"1276","Ye-Ji","Adyn","2022-07-07",8,21,203,"Adyn"
"1277","Kiana","Hadiyya","2022-09-21",16,42,150,"Kiana"
"1278","Kiana","Jennell","2022-02-02",16,6,220,"Kiana"
"1279","Grace","Lahana","2022-05-29",11,49,146,"Lahana"
"1280","Joel","Mufliha","2022-02-26",8,18,123,"Mufliha"
"1281","Lahana","Brie","2022-03-15",17,3,106,"Lahana"
"1282","Trevon","Luis","2022-04-16",16,20,189,"Trevon"
"1283","Shelby","Charise","2022-03-15",9,37,58,"Shelby"
"1284","Mckayla","Yushan","2022-04-28",16,42,152,"Yushan"
"1285","Dawnielle","Lahana","2022-05-05",15,20,74,"Dawnielle"
"1286","Burton","Kristen","2022-06-18",13,44,46,"Kristen"
"1287","Grace","Adyn","2022-04-16",15,9,192,"Grace"
"1288","Deonte","Erick","2022-12-12",14,26,160,"Erick"
"1289","Anastasia","Lohitha","2022-07-07",15,3,229,"Lohitha"
"1290","Najeeba","Charise","2022-12-24",11,43,221,"Charise"
"1291","Kelia","Maleeha","2022-05-17",7,18,160,"Maleeha"
"1292","Anjanetta","Mikaela","2022-05-29",14,58,79,"Anjanetta"
"1293","Yeni","Adam","2022-12-12",15,33,21,"Adam"
"1294","Kiana","Saara","2022-02-02",16,55,153,"Kiana"
"1295","Hishaam","Ye-Ji","2022-01-25",7,46,86,"Ye-Ji"
"1296","Sydni","James","2022-12-12",11,32,57,"James"
"1297","Mckayla","Luis","2022-11-23",12,46,163,"Luis"
"1298","Mckayla","Mufliha","2022-12-24",7,20,122,"Mckayla"
"1299","Connor","Luis","2022-01-13",10,34,124,"Connor"
"1300","Deonte","Trevon","2022-12-24",16,35,103,"Trevon"
"1301","Mckayla","Mikaela","2022-10-22",7,48,33,"Mckayla"
"1302","Brie","Adam","2022-01-13",14,14,66,"Adam"
"1303","Deonte","Luis","2022-11-23",12,52,216,"Luis"
"1304","Trevor","Kristen","2022-04-16",11,17,76,"Kristen"
"1305","Tre","Adyn","2022-06-30",8,12,169,"Adyn"
"1306","Burton","Anjanetta","2022-08-20",7,21,202,"Burton"
"1307","Anjanetta","Luis","2022-11-23",10,16,135,"Luis"
"1308","Lahana","Mufliha","2022-06-06",15,31,150,"Lahana"
"1309","Lahana","Nawwaara","2022-06-06",15,35,153,"Lahana"
"1310","Saara","Simone","2022-01-01",17,11,42,"Saara"
"1311","Adyn","Deonte","2022-04-28",14,22,47,"Adyn"
"1312","Ye-Ji","Anjanetta","2022-02-14",16,33,169,"Ye-Ji"
"1313","Deonte","Maleeha","2022-05-17",7,55,72,"Maleeha"
"1314","Connor","Maleeha","2022-03-03",9,9,36,"Connor"
"1315","Adam","Kristen","2022-03-15",8,34,136,"Adam"
"1316","Timothy","Luis","2022-11-23",12,35,95,"Luis"
"1317","Nhi","Jennell","2022-11-23",17,26,161,"Nhi"
"1318","Okatomi","Kendell","2022-09-21",10,11,101,"Okatomi"
"1319","Afnaan","Charise","2022-07-31",8,33,92,"Charise"
"1320","Ashqar","Maleeha","2022-08-08",9,26,223,"Ashqar"
"1321","Kiana","Okatomi","2022-10-10",7,12,160,"Kiana"
"1322","Jennell","Grace","2022-06-30",12,5,74,"Jennell"
"1323","Trevon","Adyn","2022-12-24",16,17,143,"Trevon"
"1324","Shelby","Anastasia","2022-05-29",8,56,142,"Shelby"
"1325","Connor","Luis","2022-09-09",16,32,155,"Connor"
"1326","Joel","Charise","2022-02-02",9,33,174,"Charise"
"1327","Sydni","Luis","2022-11-23",10,9,121,"Luis"
"1328","Andrew","Kristen","2022-06-18",13,10,128,"Kristen"
"1329","Lahana","Lohitha","2022-04-28",15,14,207,"Lahana"
"1330","Tahleela","Nhi","2022-11-23",17,25,43,"Nhi"
"1331","Brie","Adyn","2022-07-19",15,4,112,"Adyn"
"1332","Timothy","Luis","2022-11-23",12,38,182,"Luis"
"1333","Brie","Adyn","2022-07-19",15,45,198,"Adyn"
"1334","Simone","Lahana","2022-03-15",17,6,150,"Lahana"
"1335","Maleeha","Brie","2022-05-17",7,4,35,"Maleeha"
"1336","Kendell","Ye-Ji","2022-02-14",13,49,83,"Ye-Ji"
"1337","Kristen","Luis","2022-11-23",12,29,228,"Luis"
"1338","Dawnielle","Anastasia","2022-04-04",17,40,239,"Anastasia"
"1339","Tahleela","Najeeba","2022-01-25",15,53,186,"Najeeba"
"1340","Varun","Burton","2022-11-11",9,20,25,"Varun"
"1341","Kiana","Lahana","2022-04-16",17,26,112,"Kiana"
"1342","Tiffany","Yeni","2022-11-23",13,27,184,"Tiffany"
"1343","Ye-Ji","Tre","2022-07-19",16,24,78,"Tre"
"1344","Ye-Ji","Maleeha","2022-02-14",13,23,235,"Ye-Ji"
"1345","Kendell","Adyn","2022-07-07",8,24,106,"Adyn"
"1346","Varun","Adam","2022-07-07",7,15,43,"Adam"
"1347","Yushan","Anjanetta","2022-04-28",16,59,22,"Yushan"
"1348","Ye-Ji","Adam","2022-03-15",8,45,170,"Adam"
"1349","Luis","Burton","2022-11-23",10,33,154,"Luis"
"1350","Jennell","Maleeha","2022-10-22",8,40,79,"Jennell"
"1351","Kristen","Luis","2022-11-23",10,13,124,"Luis"
"1352","Kelia","Adyn","2022-06-30",8,25,137,"Adyn"
"1353","Mikaela","Luis","2022-06-06",14,18,67,"Luis"
"1354","Simone","Grace","2022-04-28",8,53,76,"Grace"
"1355","Jennell","Nawwaara","2022-09-09",8,23,187,"Nawwaara"
"1356","Nawwaara","Grace","2022-06-18",8,33,79,"Grace"
"1357","Isaiah","Maleeha","2022-03-27",11,10,175,"Isaiah"
"1358","Najeeba","Adyn","2022-07-19",15,29,165,"Adyn"
"1359","Afnaan","Kristen","2022-06-06",17,40,97,"Afnaan"
"1360","Anastasia","Brie","2022-04-16",7,2,81,"Brie"
"1361","Tiffany","Makayla","2022-01-01",16,59,240,"Tiffany"
"1362","Okatomi","Lohitha","2022-02-02",17,53,100,"Lohitha"
"1363","Timothy","Adyn","2022-06-30",8,25,88,"Adyn"
"1364","Anjanetta","Kristen","2022-05-29",14,2,235,"Anjanetta"
"1365","Nhi","Mufliha","2022-02-26",8,1,60,"Mufliha"
"1366","Mikaela","Adyn","2022-08-20",17,10,191,"Mikaela"
"1367","Kurtis","Yushan","2022-04-28",16,0,133,"Yushan"
"1368","Okatomi","Kristen","2022-06-30",11,56,77,"Okatomi"
"1369","Pamela","Lohitha","2022-05-05",7,41,71,"Pamela"
"1370","Okatomi","Maleeha","2022-05-17",7,2,223,"Maleeha"
"1371","Jennell","Brie","2022-06-30",12,33,162,"Jennell"
"1372","Lohitha","Adyn","2022-07-19",15,19,143,"Adyn"
"1373","Trevon","Anjanetta","2022-01-01",9,22,136,"Anjanetta"
"1374","Deonte","Kristen","2022-04-16",11,6,22,"Kristen"
"1375","Lohitha","Adyn","2022-04-28",10,51,157,"Lohitha"
"1376","Bryanna","Makayla","2022-02-14",11,8,51,"Bryanna"
"1377","Makayla","Nawwaara","2022-02-02",13,38,213,"Nawwaara"
"1378","Anastasia","Maleeha","2022-07-31",15,34,204,"Anastasia"
"1379","Kiana","Lohitha","2022-02-02",17,35,222,"Lohitha"
"1380","Ye-Ji","Adyn","2022-01-25",7,50,62,"Ye-Ji"
"1381","Makayla","Ashqar","2022-10-10",16,17,118,"Makayla"
"1382","Amelia","Luis","2022-03-27",13,45,40,"Amelia"
"1383","Trevor","Luis","2022-11-11",17,34,82,"Trevor"
"1384","Okatomi","Anjanetta","2022-10-22",13,7,222,"Okatomi"
"1385","Kelia","Mufliha","2022-02-26",8,12,232,"Mufliha"
"1386","Okatomi","Lohitha","2022-04-28",10,59,93,"Lohitha"
"1387","Burton","Luis","2022-04-16",9,27,44,"Burton"
"1388","Varun","Isaiah","2022-12-24",14,7,175,"Varun"
"1389","Ashqar","Lahana","2022-07-07",13,37,48,"Ashqar"
"1390","Kaci","Grace","2022-06-18",8,19,141,"Grace"
"1391","Charise","Adyn","2022-07-31",8,8,206,"Charise"
"1392","Simone","Kiana","2022-08-08",16,3,37,"Simone"
"1393","Makayla","Isaiah","2022-08-20",15,34,228,"Isaiah"
"1394","Joel","Lohitha","2022-03-15",10,17,80,"Joel"
"1395","Andrew","Kristen","2022-06-18",13,38,86,"Kristen"
"1396","Joel","Anjanetta","2022-03-15",10,53,110,"Joel"
"1397","Adam","Kristen","2022-12-12",15,5,51,"Adam"
"1398","Ye-Ji","Andrew","2022-04-16",10,54,49,"Andrew"
"1399","Okatomi","Mufliha","2022-01-13",9,13,72,"Okatomi"
"1400","Ye-Ji","Mufliha","2022-07-19",12,16,197,"Ye-Ji"
"1401","Simone","Grace","2022-05-05",10,6,104,"Simone"
"1402","Joel","Kristen","2022-01-13",17,44,26,"Kristen"
"1403","Lahana","Brie","2022-02-26",11,19,132,"Lahana"
"1404","Nhi","Yushan","2022-01-01",15,42,94,"Nhi"
"1405","Tre","Lahana","2022-01-25",11,31,127,"Tre"
"1406","Nawwaara","Ye-Ji","2022-02-14",13,34,221,"Ye-Ji"
"1407","Nhi","Deunna","2022-04-04",8,16,182,"Deunna"
"1408","Jennell","Kristen","2022-09-09",12,37,211,"Jennell"
"1409","Kiana","Amelia","2022-09-21",16,52,196,"Kiana"
"1410","Mufliha","Timothy","2022-02-26",8,40,100,"Mufliha"
"1411","Nawwaara","Kristen","2022-01-13",17,44,40,"Kristen"
"1412","Kristen","Anjanetta","2022-01-13",17,43,182,"Kristen"
"1413","Ye-Ji","Adam","2022-07-19",12,21,133,"Ye-Ji"
"1414","Erick","Kristen","2022-03-15",11,37,152,"Erick"
"1415","Hadiyya","Kendell","2022-10-10",11,53,48,"Hadiyya"
"1416","Deunna","Dawnielle","2022-01-13",15,56,147,"Deunna"
"1417","Makayla","Lahana","2022-03-03",8,50,117,"Makayla"
"1418","Simone","Mckayla","2022-10-22",7,54,109,"Mckayla"
"1419","Najeeba","Adam","2022-03-15",8,44,137,"Adam"
"1420","Varun","Andrew","2022-12-24",15,21,129,"Andrew"
"1421","Lahana","Mikaela","2022-05-29",11,34,67,"Lahana"
"1422","Andrew","Anjanetta","2022-05-29",14,9,49,"Anjanetta"
"1423","Ye-Ji","Varun","2022-04-04",11,41,27,"Varun"
"1424","Adam","Luis","2022-11-23",12,45,42,"Luis"
"1425","Adyn","Deonte","2022-07-07",8,21,207,"Adyn"
"1426","Anastasia","Kristen","2022-07-31",15,13,210,"Anastasia"
"1427","Mufliha","Anjanetta","2022-01-01",9,35,53,"Anjanetta"
"1428","Grace","Adyn","2022-07-07",8,23,214,"Adyn"
"1429","Tre","Lohitha","2022-04-28",10,0,170,"Lohitha"
"1430","Mikaela","Okatomi","2022-08-20",17,18,108,"Mikaela"
"1431","Charise","Luis","2022-08-20",13,53,207,"Charise"
"1432","Kiana","Amelia","2022-03-27",13,16,136,"Amelia"
"1433","Bryanna","Luis","2022-02-14",11,2,87,"Bryanna"
"1434","Jennell","Lahana","2022-02-26",11,50,52,"Lahana"
"1435","Makayla","Mikaela","2022-03-03",8,32,178,"Makayla"
"1436","Shelby","Mufliha","2022-01-25",13,6,75,"Mufliha"
"1437","Kelia","Joel","2022-03-15",10,48,79,"Joel"
"1438","Hishaam","Lahana","2022-03-15",17,28,139,"Lahana"
"1439","Dawnielle","Erick","2022-06-30",15,45,39,"Dawnielle"
"1440","Adam","Anjanetta","2022-07-31",14,43,131,"Adam"
"1441","Dawnielle","Adyn","2022-07-07",8,42,108,"Adyn"
"1442","Bryanna","Jennell","2022-04-28",13,49,45,"Bryanna"
"1443","Abdus Samad","Lahana","2022-04-28",15,41,138,"Lahana"
"1444","Lahana","Adyn","2022-03-15",17,49,163,"Lahana"
"1445","Adam","Kristen","2022-09-21",11,25,198,"Kristen"
"1446","Barcley","Adyn","2022-07-19",15,3,23,"Adyn"
"1447","Burton","Luis","2022-11-23",10,42,173,"Luis"
"1448","Nawwaara","Kristen","2022-09-09",8,5,104,"Nawwaara"
"1449","Kristen","Mufliha","2022-04-16",11,31,124,"Kristen"
"1450","Abdus Samad","Kristen","2022-06-06",11,35,20,"Abdus Samad"
"1451","Nhi","Anastasia","2022-08-08",11,28,28,"Anastasia"
"1452","Nhi","Shelby","2022-08-08",10,31,112,"Nhi"
"1453","Deonte","Ye-Ji","2022-09-21",15,7,159,"Ye-Ji"
"1454","Deunna","Anastasia","2022-04-04",17,56,163,"Anastasia"
"1455","Ye-Ji","Luis","2022-10-22",10,12,136,"Luis"
"1456","Adyn","Isaiah","2022-01-25",8,50,86,"Isaiah"
"1457","Deunna","Jennell","2022-01-13",15,22,116,"Deunna"
"1458","Yushan","Varun","2022-03-03",13,44,234,"Yushan"
"1459","Jennell","Anjanetta","2022-09-09",12,41,128,"Jennell"
"1460","Kiana","Makayla","2022-02-02",8,19,225,"Kiana"
"1461","Saara","Tiffany","2022-11-23",13,4,113,"Tiffany"
"1462","Maleeha","Lahana","2022-05-17",7,19,231,"Maleeha"
"1463","Pamela","Mufliha","2022-05-05",7,17,87,"Pamela"
"1464","Adyn","Andrew","2022-07-31",13,22,142,"Andrew"
"1465","Yeni","Maleeha","2022-05-17",7,54,219,"Maleeha"
"1466","Shelby","Tre","2022-11-11",12,16,213,"Shelby"
"1467","Okatomi","Kendell","2022-10-22",13,2,181,"Okatomi"
"1468","Okatomi","Ye-Ji","2022-02-14",13,41,40,"Ye-Ji"
"1469","Charise","Kristen","2022-02-02",9,19,41,"Charise"
"1470","Mufliha","Adyn","2022-04-28",14,57,34,"Adyn"
"1471","Mckayla","Grace","2022-10-22",7,18,215,"Mckayla"
"1472","Adyn","Abdus Samad","2022-04-28",14,14,187,"Adyn"
"1473","Lahana","Mufliha","2022-01-25",13,21,188,"Mufliha"
"1474","Kiana","Amelia","2022-07-07",12,45,134,"Kiana"
"1475","Grace","Timothy","2022-02-26",16,6,158,"Timothy"
"1476","Sydni","Brie","2022-10-22",14,2,230,"Sydni"
"1477","Tre","Kristen","2022-09-21",11,7,224,"Kristen"
"1478","Lohitha","Maleeha","2022-11-23",15,3,223,"Lohitha"
"1479","Lahana","Luis","2022-06-18",16,44,183,"Lahana"
"1480","Mikaela","Lohitha","2022-04-16",12,43,37,"Mikaela"
"1481","Lahana","Mufliha","2022-01-25",13,0,61,"Mufliha"
"1482","Andrew","Mufliha","2022-01-25",9,14,77,"Andrew"
"1483","Hadiyya","Yushan","2022-10-10",11,16,131,"Hadiyya"
"1484","Adyn","Abdul Ghani","2022-03-15",14,59,112,"Abdul Ghani"
"1485","Mufliha","Maleeha","2022-05-17",7,10,97,"Maleeha"
"1486","Najeeba","Grace","2022-03-15",7,14,99,"Grace"
"1487","Adam","Luis","2022-03-15",8,12,44,"Adam"
"1488","Burton","Adyn","2022-07-07",8,57,32,"Adyn"
"1489","Hadiyya","Jennell","2022-03-03",12,3,119,"Hadiyya"
"1490","Grace","Yeni","2022-03-27",17,34,137,"Yeni"
"1491","Mckayla","Yeni","2022-07-07",10,40,48,"Yeni"
"1492","Makayla","Trevon","2022-04-16",16,15,55,"Trevon"
"1493","Yushan","Andrew","2022-06-06",8,34,29,"Andrew"
"1494","Anastasia","Varun","2022-04-04",17,20,109,"Anastasia"
"1495","Abdus Samad","Kristen","2022-01-01",11,14,147,"Abdus Samad"
"1496","Anjanetta","Ye-Ji","2022-02-14",16,55,153,"Ye-Ji"
"1497","Shelby","Mufliha","2022-11-11",12,54,237,"Shelby"
"1498","Lohitha","Kristen","2022-01-13",17,9,170,"Kristen"
"1499","Makayla","Luis","2022-06-18",15,14,159,"Makayla"
"1500","Kiana","Tahleela","2022-04-16",17,57,107,"Kiana"
"1501","Shelby","Tre","2022-07-31",10,54,197,"Tre"
"1502","Trevon","Kendell","2022-12-24",16,38,157,"Trevon"
"1503","Abdus Samad","Kendell","2022-03-15",12,43,37,"Kendell"
"1504","Simone","Yeni","2022-08-08",16,26,104,"Simone"
"1505","Ye-Ji","Lahana","2022-06-06",15,32,239,"Lahana"
"1506","Kiana","Pamela","2022-02-02",8,58,174,"Kiana"
"1507","Pamela","Hishaam","2022-05-17",12,52,182,"Hishaam"
"1508","Deunna","Grace","2022-04-28",7,19,29,"Grace"
"1509","Kelia","Mikaela","2022-08-20",17,11,168,"Mikaela"
"1510","Isaiah","Adyn","2022-12-12",9,15,25,"Isaiah"
"1511","Ashqar","Luis","2022-11-23",10,18,46,"Luis"
"1512","Tiffany","Kristen","2022-11-23",14,19,24,"Tiffany"
"1513","Najeeba","Mufliha","2022-01-25",13,39,122,"Mufliha"
"1514","Lahana","Anjanetta","2022-05-29",11,1,38,"Lahana"
"1515","Sydni","Anjanetta","2022-01-01",9,44,102,"Anjanetta"
"1516","Ye-Ji","Luis","2022-09-21",15,30,239,"Ye-Ji"
"1517","Hadiyya","Yushan","2022-03-03",10,47,137,"Yushan"
"1518","Kendell","Tre","2022-01-25",11,58,66,"Tre"
"1519","Ye-Ji","Adyn","2022-09-21",15,25,212,"Ye-Ji"
"1520","Kiana","Sydni","2022-11-23",11,16,235,"Kiana"
"1521","Saara","Abdus Samad","2022-01-01",12,13,144,"Abdus Samad"
"1522","Anastasia","Luis","2022-07-31",15,40,47,"Anastasia"
"1523","Yeni","Kristen","2022-03-27",17,43,231,"Yeni"
"1524","Kendell","Luis","2022-11-23",12,50,183,"Luis"
"1525","Maleeha","Anjanetta","2022-01-01",9,56,87,"Anjanetta"
"1526","Yeni","Charise","2022-08-20",13,32,72,"Charise"
"1527","Maleeha","Ye-Ji","2022-09-21",15,19,79,"Ye-Ji"
"1528","Isaiah","Kristen","2022-01-25",8,32,62,"Isaiah"
"1529","Mckayla","Mikaela","2022-12-24",7,34,133,"Mckayla"
"1530","Connor","Kristen","2022-09-21",11,52,22,"Kristen"
"1531","Bryanna","Lohitha","2022-04-28",13,1,67,"Bryanna"
"1532","Timothy","Luis","2022-01-01",8,35,127,"Timothy"
"1533","Shelby","Pamela","2022-05-29",8,57,177,"Shelby"
"1534","Adyn","Maleeha","2022-07-19",15,24,37,"Adyn"
"1535","Burton","Lohitha","2022-05-05",8,29,186,"Burton"
"1536","Kaci","Tiffany","2022-01-01",16,19,39,"Tiffany"
"1537","Simone","Charise","2022-08-08",16,53,228,"Simone"
"1538","Simone","Pamela","2022-04-04",12,33,152,"Pamela"
"1539","Adyn","Kurtis","2022-07-19",15,40,138,"Adyn"
"1540","Dawnielle","Grace","2022-08-08",7,16,212,"Dawnielle"
"1541","Dawnielle","Lahana","2022-02-26",11,8,161,"Lahana"
"1542","Lahana","Mufliha","2022-05-29",11,27,82,"Lahana"
"1543","Tiffany","Grace","2022-01-01",14,43,197,"Tiffany"
"1544","Yushan","Ye-Ji","2022-02-14",13,27,147,"Ye-Ji"
"1545","Brie","Anjanetta","2022-05-29",14,26,21,"Anjanetta"
"1546","Kelia","Grace","2022-01-25",12,30,132,"Kelia"
"1547","Kiana","Luis","2022-09-21",16,35,178,"Kiana"
"1548","Ashqar","Adyn","2022-02-02",14,25,103,"Ashqar"
"1549","Ashqar","Adyn","2022-07-19",7,52,214,"Ashqar"
"1550","Kiana","Tiffany","2022-11-23",11,37,165,"Kiana"
"1551","Tiffany","Trevon","2022-11-23",13,22,50,"Tiffany"
"1552","Yushan","Isaiah","2022-05-29",7,39,56,"Isaiah"
"1553","Amelia","Kendell","2022-03-27",13,58,59,"Amelia"
"1554","Okatomi","Luis","2022-10-22",13,46,81,"Okatomi"
"1555","Okatomi","Adyn","2022-04-28",14,52,102,"Adyn"
"1556","Brie","Andrew","2022-04-16",10,30,170,"Andrew"
"1557","Simone","Lahana","2022-06-06",15,44,61,"Lahana"
"1558","Hadiyya","Yushan","2022-10-10",11,36,112,"Hadiyya"
"1559","Jennell","Okatomi","2022-01-13",9,39,174,"Okatomi"
"1560","Abdus Samad","Adyn","2022-11-11",7,13,200,"Abdus Samad"
"1561","Charise","Burton","2022-04-16",9,2,209,"Burton"
"1562","Simone","Shelby","2022-11-11",12,21,67,"Shelby"
"1563","Najeeba","Anastasia","2022-01-13",13,38,38,"Anastasia"
"1564","Anastasia","Ye-Ji","2022-02-14",13,59,47,"Ye-Ji"
"1565","Luis","Hishaam","2022-10-22",10,3,158,"Luis"
"1566","Okatomi","Anastasia","2022-09-21",10,2,212,"Okatomi"
"1567","Dawnielle","Lahana","2022-02-26",11,54,210,"Lahana"
"1568","Jennell","Nawwaara","2022-09-09",12,30,170,"Jennell"
"1569","Tiffany","Anjanetta","2022-12-12",10,59,73,"Anjanetta"
"1570","Deunna","Simone","2022-08-08",16,36,58,"Simone"
"1571","Ye-Ji","Adyn","2022-07-19",12,44,193,"Ye-Ji"
"1572","Nhi","Dawnielle","2022-02-02",15,22,178,"Nhi"
"1573","Ashqar","Kristen","2022-07-19",7,2,187,"Ashqar"
"1574","Lahana","Ye-Ji","2022-02-14",13,58,58,"Ye-Ji"
"1575","Lohitha","Anastasia","2022-11-23",15,47,78,"Lohitha"
"1576","Yushan","Okatomi","2022-09-21",10,56,162,"Okatomi"
"1577","Grace","Mufliha","2022-04-28",7,0,129,"Grace"
"1578","Nawwaara","Lohitha","2022-04-04",9,20,31,"Nawwaara"
"1579","Trevon","Anjanetta","2022-01-01",9,0,24,"Anjanetta"
"1580","Najeeba","Kelia","2022-01-25",12,17,123,"Kelia"
"1581","Varun","Maleeha","2022-11-11",9,6,148,"Varun"
"1582","Pamela","Luis","2022-11-23",10,29,20,"Luis"
"1583","Ye-Ji","Andrew","2022-07-31",13,32,139,"Andrew"
"1584","Tre","Adyn","2022-07-31",10,14,21,"Tre"
"1585","Jennell","Charise","2022-06-30",7,2,149,"Jennell"
"1586","Simone","Adyn","2022-07-19",15,48,33,"Adyn"
"1587","Ye-Ji","Andrew","2022-09-21",15,35,197,"Ye-Ji"
"1588","Mckayla","Yushan","2022-04-04",14,5,233,"Mckayla"
"1589","Mikaela","Luis","2022-10-22",10,53,205,"Luis"
"1590","Luis","Timothy","2022-10-22",16,19,145,"Timothy"
"1591","Mckayla","Makayla","2022-05-05",13,43,26,"Mckayla"
"1592","Simone","Okatomi","2022-01-13",9,38,115,"Okatomi"
"1593","Lohitha","Luis","2022-04-28",10,52,207,"Lohitha"
"1594","Maleeha","Anjanetta","2022-12-12",10,11,86,"Anjanetta"
"1595","Varun","Trevon","2022-04-16",16,44,140,"Trevon"
"1596","Mckayla","Pamela","2022-05-05",7,59,40,"Pamela"
"1597","Mckayla","Dawnielle","2022-03-03",11,22,40,"Dawnielle"
"1598","Simone","Ye-Ji","2022-02-14",13,43,158,"Ye-Ji"
"1599","Lahana","Anjanetta","2022-01-01",9,5,171,"Anjanetta"
"1600","Kristen","Adyn","2022-04-16",11,29,105,"Kristen"
"1601","Tiffany","Brie","2022-11-23",14,44,89,"Tiffany"
"1602","Kiana","Bryanna","2022-09-21",16,12,82,"Kiana"
"1603","Grace","Brie","2022-03-15",7,43,43,"Grace"
"1604","Shelby","Brie","2022-08-20",16,39,230,"Shelby"
"1605","Deunna","Adyn","2022-07-19",15,21,202,"Adyn"
"1606","Lahana","Anjanetta","2022-05-29",11,2,173,"Lahana"
"1607","Yeni","Erick","2022-08-08",8,10,212,"Erick"
"1608","Maleeha","Anjanetta","2022-05-29",14,10,217,"Anjanetta"
"1609","Afnaan","Okatomi","2022-09-21",10,4,36,"Okatomi"
"1610","Dawnielle","Nawwaara","2022-04-28",11,44,235,"Nawwaara"
"1611","Mckayla","Anjanetta","2022-12-24",10,52,134,"Mckayla"
"1612","James","Brie","2022-04-16",14,4,124,"James"
"1613","Abdus Samad","Luis","2022-06-06",14,46,207,"Luis"
"1614","Burton","Adyn","2022-07-19",15,59,149,"Adyn"
"1615","Connor","Luis","2022-11-23",10,28,184,"Luis"
"1616","Mckayla","Ye-Ji","2022-02-14",13,57,127,"Ye-Ji"
"1617","Grace","Erick","2022-06-18",8,4,180,"Grace"
"1618","Makayla","Adam","2022-06-30",17,55,208,"Adam"
