"","Sender","Receiver","Date","Hour","Minute","Focal"
"1385","Anjanetta","Kendell","2022-08-03",14,25,"Kendell"
"1386","Bryanna","Najeeba","2022-08-03",15,10,"Bryanna"
"1387","Sydni","Saara","2022-08-03",16,55,"Sydni"
"1388","Connor","Kaci","2022-08-04",9,14,"Connor"
"1389","Mckayla","Shelby","2022-08-04",10,3,"Mckayla"
"1390","Charise","Mckayla","2022-08-04",10,37,"Mckayla"
"1391","Mckayla","Nhi","2022-08-04",13,2,"Nhi"
"1392","Jennell","Nhi","2022-08-04",13,34,"Nhi"
"1393","Yeni","Bryanna","2022-08-04",16,55,"Yeni"
"1394","Timothy","Yushan","2022-08-04",17,50,"Yushan"
"1395","Erick","Trevon","2022-08-05",10,37,"Erick"
"1396","Mufliha","Kelia","2022-08-05",11,20,"Kelia"
"1397","Deunna","Tiffany","2022-08-05",13,23,"Tiffany"
"1398","Lahana","Tiffany","2022-08-05",14,11,"Lahana"
"1399","Mckayla","Nhi","2022-08-06",9,0,"Mckayla"
"1400","Hishaam","Mckayla","2022-08-06",9,14,"Mckayla"
"1401","Grace","Mckayla","2022-08-06",9,26,"Mckayla"
"1402","Mckayla","Amelia","2022-08-06",9,36,"Mckayla"
"1403","Ashqar","Bryanna","2022-08-06",10,6,"Bryanna"
"1404","James","Jennell","2022-08-06",11,42,"James"
"1405","Jennell","Najeeba","2022-08-06",12,52,"Najeeba"
"1407","Connor","Najeeba","2022-08-06",12,57,"Najeeba"
"1408","Simone","Jennell","2022-08-06",14,15,"Simone"
"1409","Makayla","Simone","2022-08-06",14,42,"Simone"
"1410","Tre","James","2022-08-06",15,52,"James"
"1411","Anastasia","Jennell","2022-08-06",16,16,"Jennell"
"1412","Joel","Maleeha","2022-08-07",12,30,"Joel"
"1413","Joel","Kendell","2022-08-07",12,48,"Joel"
"1414","Andrew","Tre","2022-08-07",13,55,"Tre"
"1415","Erick","Deonte","2022-08-07",14,31,"Deonte"
"1416","Barcley","Deonte","2022-08-07",14,53,"Deonte"
"1417","Deonte","Nhi","2022-08-07",14,56,"Deonte"
"1418","Okatomi","Dawnielle","2022-08-08",7,38,"Dawnielle"
"1419","Erick","Luis","2022-08-08",8,17,"Erick"
"1420","Charise","Nhi","2022-08-08",10,18,"Nhi"
"1421","Charise","Nhi","2022-08-08",10,27,"Nhi"
"1422","Charise","Nhi","2022-08-08",10,30,"Nhi"
"1423","Lohitha","Nhi","2022-08-08",10,45,"Nhi"
"1425","Yushan","Anastasia","2022-08-08",11,45,"Anastasia"
"1426","Varun","Simone","2022-08-08",16,17,"Simone"
"1428","Tre","Tahleela","2022-08-09",8,59,"Tre"
"1429","Nawwaara","Makayla","2022-08-09",14,53,"Makayla"
"1430","Kristen","Ye-Ji","2022-08-09",15,41,"Ye-Ji"
"1431","Kurtis","Kristen","2022-08-09",16,59,"Kristen"
"1432","Najeeba","Amelia","2022-08-10",8,16,"Najeeba"
"1433","Brie","Pamela","2022-08-10",10,57,"Pamela"
"1434","Najeeba","Saara","2022-08-10",11,1,"Saara"
"1435","Amelia","Saara","2022-08-10",11,13,"Saara"
"1436","Barcley","Saara","2022-08-10",11,29,"Saara"
"1437","Grace","Jennell","2022-08-10",13,4,"Grace"
"1438","Grace","Sydni","2022-08-10",13,39,"Grace"
"1439","Mckayla","Amelia","2022-08-10",15,23,"Amelia"
"1440","Connor","Luis","2022-08-11",7,0,"Luis"
"1441","Yeni","Sydni","2022-08-11",8,26,"Sydni"
"1442","Abdul Ghani","Sydni","2022-08-11",8,48,"Sydni"
"1443","Connor","Grace","2022-08-11",9,8,"Connor"
"1444","Connor","Okatomi","2022-08-11",9,56,"Connor"
"1445","Dawnielle","Tiffany","2022-08-11",12,30,"Dawnielle"
"1446","Kiana","Kaci","2022-08-11",13,11,"Kaci"
"1447","Kiana","Kaci","2022-08-11",13,18,"Kaci"
"1449","Andrew","Isaiah","2022-08-12",10,34,"Andrew"
"1450","Simone","Shelby","2022-08-12",11,35,"Shelby"
"1453","Shelby","Najeeba","2022-08-13",7,51,"Najeeba"
"1454","Mufliha","Lohitha","2022-08-13",10,40,"Lohitha"
"1455","Nhi","Shelby","2022-08-14",9,52,"Shelby"
"1456","Varun","Jennell","2022-08-14",11,41,"Varun"
"1457","Kiana","Saara","2022-08-14",16,43,"Saara"
"1458","Adam","Trevor","2022-08-15",9,31,"Trevor"
"1459","Trevor","Makayla","2022-08-15",9,55,"Trevor"
"1460","Anastasia","Kaci","2022-08-15",11,13,"Kaci"
"1461","Pamela","Simone","2022-08-15",13,5,"Simone"
"1462","Simone","Najeeba","2022-08-15",13,53,"Simone"
"1463","Ye-Ji","Mufliha","2022-08-15",15,3,"Ye-Ji"
"1464","Ye-Ji","Najeeba","2022-08-15",15,6,"Ye-Ji"
"1465","Hadiyya","Kiana","2022-08-15",16,32,"Hadiyya"
"1466","Amelia","Kaci","2022-08-15",17,6,"Amelia"
"1467","Sydni","Amelia","2022-08-15",17,33,"Amelia"
"1468","Hadiyya","Tiffany","2022-08-16",13,34,"Tiffany"
"1469","Tiffany","Kaci","2022-08-16",15,36,"Kaci"
"1470","Kiana","Kaci","2022-08-16",15,56,"Kaci"
"1471","Deonte","Sydni","2022-08-16",16,27,"Deonte"
"1472","Deonte","Charise","2022-08-16",16,48,"Deonte"
"1473","Amelia","Tiffany","2022-08-17",8,5,"Amelia"
"1474","Deunna","Amelia","2022-08-17",8,55,"Amelia"
"1475","Adyn","Ye-Ji","2022-08-17",10,39,"Adyn"
"1476","Anjanetta","Makayla","2022-08-17",12,32,"Makayla"
"1477","Abdus Samad","Saara","2022-08-17",15,18,"Abdus Samad"
"1478","Nhi","Najeeba","2022-08-18",8,14,"Najeeba"
"1479","Najeeba","Amelia","2022-08-18",8,26,"Najeeba"
"1480","Varun","Mufliha","2022-08-18",10,19,"Varun"
"1481","Varun","Afnaan","2022-08-18",10,46,"Varun"
"1482","Burton","Afnaan","2022-08-18",13,13,"Burton"
"1483","Burton","Isaiah","2022-08-18",13,36,"Burton"
"1484","Mckayla","Jennell","2022-08-18",15,18,"Mckayla"
"1485","Makayla","Mckayla","2022-08-18",15,55,"Mckayla"
"1486","Trevor","Anastasia","2022-08-18",17,32,"Anastasia"
"1487","Deonte","Maleeha","2022-08-19",10,31,"Maleeha"
"1488","Maleeha","Kelia","2022-08-19",10,46,"Maleeha"
"1489","Lohitha","Simone","2022-08-19",13,28,"Lohitha"
"1490","Ashqar","Maleeha","2022-08-19",14,33,"Maleeha"
"1491","Varun","Luis","2022-08-20",10,12,"Varun"
"1492","Andrew","Najeeba","2022-08-20",12,25,"Najeeba"
"1493","Najeeba","Deunna","2022-08-20",12,37,"Najeeba"
"1494","Anjanetta","Charise","2022-08-20",13,45,"Charise"
"1495","Luis","Charise","2022-08-20",13,52,"Charise"
"1496","Mufliha","Charise","2022-08-20",13,55,"Charise"
"1497","Shelby","Sydni","2022-08-20",16,6,"Shelby"
"1498","Nhi","Shelby","2022-08-20",16,44,"Shelby"
"1499","Ye-Ji","Shelby","2022-08-20",16,54,"Shelby"
"1500","Timothy","Jennell","2022-08-21",8,5,"Jennell"
"1501","Adyn","Mufliha","2022-08-21",10,3,"Mufliha"
"1502","Afnaan","Ye-Ji","2022-08-21",11,22,"Ye-Ji"
"1503","Pamela","Bryanna","2022-08-21",12,29,"Pamela"
"1504","Abdul Ghani","Pamela","2022-08-21",12,40,"Pamela"
"1505","Varun","Joel","2022-08-21",17,15,"Joel"
"1506","Anastasia","Ye-Ji","2022-08-22",7,44,"Ye-Ji"
"1507","Sydni","Tiffany","2022-08-22",13,17,"Tiffany"
"1508","Mikaela","Yeni","2022-08-22",16,48,"Yeni"
"1509","Yeni","Pamela","2022-08-23",11,49,"Pamela"
"1510","Charise","Makayla","2022-08-23",13,48,"Makayla"
"1511","Andrew","Timothy","2022-08-23",15,46,"Timothy"
"1512","Kendell","Anastasia","2022-08-24",10,3,"Kendell"
"1513","Trevor","Kendell","2022-08-24",10,43,"Kendell"
"1514","Najeeba","Amelia","2022-08-24",14,3,"Amelia"
"1515","Joel","Yushan","2022-08-24",15,10,"Joel"
"1516","Tre","Trevor","2022-08-24",16,59,"Tre"
"1518","Joel","Ashqar","2022-08-25",7,31,"Joel"
"1519","Kelia","Kaci","2022-08-25",8,16,"Kaci"
"1520","Dawnielle","Kaci","2022-08-25",8,50,"Kaci"
"1521","Andrew","Dawnielle","2022-08-25",9,20,"Andrew"
"1522","Andrew","Trevon","2022-08-25",9,38,"Andrew"
"1523","Yushan","Bryanna","2022-08-25",12,43,"Yushan"
"1524","Erick","Najeeba","2022-08-25",13,45,"Erick"
"1525","Luis","Grace","2022-08-25",14,57,"Luis"
"1526","Barcley","Mufliha","2022-08-25",17,51,"Mufliha"
"1527","Abdus Samad","Shelby","2022-08-26",9,27,"Shelby"
"1528","Bryanna","Shelby","2022-08-26",9,34,"Shelby"
"1529","Varun","Kendell","2022-08-26",13,13,"Varun"
"1530","Varun","Mckayla","2022-08-26",16,32,"Varun"
"1531","Dawnielle","Najeeba","2022-08-27",8,19,"Dawnielle"
"1532","Dawnielle","Kiana","2022-08-27",8,20,"Dawnielle"
"1533","Nawwaara","Dawnielle","2022-08-27",8,25,"Dawnielle"
"1534","Isaiah","Brie","2022-08-27",9,15,"Brie"
"1535","Timothy","Shelby","2022-08-28",7,13,"Shelby"
"1536","Simone","Shelby","2022-08-28",7,24,"Shelby"
"1537","Grace","Shelby","2022-08-28",7,59,"Shelby"
"1538","Simone","Hadiyya","2022-08-28",12,2,"Simone"
"1539","Grace","Simone","2022-08-28",12,26,"Simone"
"1540","Anjanetta","Simone","2022-08-28",12,52,"Simone"
"1541","Kristen","Anjanetta","2022-08-28",15,6,"Kristen"
"1543","Kristen","Lahana","2022-08-28",15,45,"Kristen"
"1544","Anjanetta","Brie","2022-08-28",16,4,"Anjanetta"
"1545","Anjanetta","Yeni","2022-08-28",16,44,"Anjanetta"
"1547","Connor","Anjanetta","2022-08-29",8,13,"Connor"
"1548","Connor","Kendell","2022-08-29",8,25,"Connor"
"1549","Barcley","Connor","2022-08-29",8,34,"Connor"
"1550","Amelia","Kiana","2022-08-29",9,15,"Amelia"
"1551","Amelia","Saara","2022-08-29",9,36,"Amelia"
"1553","Tiffany","Saara","2022-08-29",10,59,"Tiffany"
"1554","Trevor","Mckayla","2022-08-29",14,18,"Trevor"
"1555","James","Trevor","2022-08-29",14,23,"Trevor"
"1556","Deonte","Deunna","2022-08-29",17,3,"Deunna"
"1557","Sydni","Najeeba","2022-08-30",7,15,"Najeeba"
"1558","Najeeba","Hadiyya","2022-08-30",7,16,"Najeeba"
"1559","Lohitha","Najeeba","2022-08-30",7,44,"Najeeba"
"1560","James","Kaci","2022-08-30",11,41,"James"
"1561","Yushan","Anastasia","2022-08-30",14,33,"Anastasia"
"1562","Timothy","Isaiah","2022-08-31",10,23,"Isaiah"
"1563","Varun","Ashqar","2022-08-31",14,28,"Ashqar"
"1564","Deunna","Saara","2022-08-31",16,13,"Saara"
"1565","Connor","Kristen","2022-08-31",17,33,"Connor"
"1566","Afnaan","Connor","2022-08-31",17,57,"Connor"
"1569","Kaci","Tahleela","2022-09-01",12,36,"Tahleela"
"1570","Abdus Samad","Nawwaara","2022-09-02",13,37,"Nawwaara"
"1571","Nawwaara","Makayla","2022-09-02",13,44,"Nawwaara"
"1572","Lahana","Tahleela","2022-09-02",16,37,"Lahana"
"1573","Hadiyya","Saara","2022-09-03",7,2,"Hadiyya"
"1574","Yeni","Amelia","2022-09-03",8,56,"Yeni"
"1575","Lohitha","Amelia","2022-09-03",9,30,"Lohitha"
"1576","Kendell","Anastasia","2022-09-03",10,19,"Anastasia"
"1577","Anastasia","Mckayla","2022-09-03",10,47,"Anastasia"
"1578","Varun","Charise","2022-09-03",13,37,"Varun"
"1579","Kiana","Kaci","2022-09-03",14,20,"Kiana"
"1580","Joel","Anjanetta","2022-09-03",16,43,"Anjanetta"
"1581","Grace","Hadiyya","2022-09-04",8,8,"Hadiyya"
"1582","Hadiyya","Saara","2022-09-04",8,32,"Hadiyya"
"1583","Nawwaara","Makayla","2022-09-04",12,32,"Nawwaara"
"1584","Trevor","Afnaan","2022-09-04",15,17,"Trevor"
"1585","Andrew","Kurtis","2022-09-05",9,3,"Andrew"
"1586","James","Nawwaara","2022-09-05",10,1,"James"
"1587","Tiffany","Kaci","2022-09-05",11,55,"Kaci"
"1588","Abdul Ghani","Grace","2022-09-05",14,11,"Grace"
"1589","Grace","Dawnielle","2022-09-05",14,28,"Grace"
"1590","Grace","Amelia","2022-09-05",14,57,"Grace"
"1591","Barcley","Makayla","2022-09-05",16,21,"Barcley"
"1592","Kurtis","Simone","2022-09-06",8,31,"Kurtis"
"1593","Adam","Kurtis","2022-09-06",8,44,"Kurtis"
"1594","Hadiyya","Tiffany","2022-09-06",13,46,"Hadiyya"
"1595","Nhi","Deunna","2022-09-06",16,51,"Deunna"
"1596","Deunna","Amelia","2022-09-06",16,58,"Deunna"
"1597","Timothy","Tre","2022-09-07",9,4,"Tre"
"1598","Varun","Charise","2022-09-07",10,31,"Varun"
"1599","Afnaan","Ye-Ji","2022-09-07",15,45,"Ye-Ji"
"1600","Burton","Anjanetta","2022-09-07",16,5,"Anjanetta"
"1601","Kristen","Nawwaara","2022-09-08",7,58,"Kristen"
"1602","Varun","Charise","2022-09-08",8,48,"Charise"
"1603","Bryanna","Grace","2022-09-08",11,44,"Grace"
"1604","Ye-Ji","Amelia","2022-09-08",13,11,"Amelia"
"1605","Najeeba","Amelia","2022-09-08",13,11,"Amelia"
"1606","Mufliha","Grace","2022-09-08",16,11,"Mufliha"
"1607","Mufliha","Kelia","2022-09-08",16,48,"Mufliha"
"1608","Yushan","Nawwaara","2022-09-09",8,27,"Nawwaara"
"1609","Joel","Connor","2022-09-09",11,11,"Connor"
"1610","Connor","Lohitha","2022-09-09",11,24,"Connor"
"1611","Varun","Connor","2022-09-09",11,38,"Connor"
"1612","Jennell","Amelia","2022-09-09",12,12,"Jennell"
"1613","Mckayla","Jennell","2022-09-09",12,41,"Jennell"
"1614","Barcley","Shelby","2022-09-09",14,4,"Barcley"
"1615","Lohitha","Mckayla","2022-09-09",15,5,"Mckayla"
"1616","Makayla","Hadiyya","2022-09-10",9,23,"Makayla"
"1617","Nawwaara","Makayla","2022-09-10",9,41,"Makayla"
"1618","Brie","Okatomi","2022-09-10",12,16,"Brie"
"1619","Ye-Ji","Anastasia","2022-09-10",13,16,"Ye-Ji"
"1620","Pamela","Nhi","2022-09-10",14,42,"Pamela"
"1621","Nawwaara","Pamela","2022-09-10",14,59,"Pamela"
"1622","Jennell","Shelby","2022-09-10",16,20,"Jennell"
"1624","Bryanna","Jennell","2022-09-10",16,52,"Jennell"
"1625","Joel","Kristen","2022-09-11",7,40,"Kristen"
"1626","Grace","Jennell","2022-09-11",11,58,"Grace"
"1627","Sydni","Tiffany","2022-09-11",12,4,"Tiffany"
"1628","Tiffany","Sydni","2022-09-11",12,13,"Tiffany"
"1630","Mikaela","Dawnielle","2022-09-11",16,32,"Mikaela"
"1631","Kristen","Anastasia","2022-09-11",17,12,"Kristen"
"1632","Jennell","Sydni","2022-09-12",7,47,"Sydni"
"1633","Abdul Ghani","Brie","2022-09-12",9,52,"Abdul Ghani"
"1634","Mikaela","Bryanna","2022-09-12",10,34,"Bryanna"
"1635","Grace","Bryanna","2022-09-12",10,41,"Bryanna"
"1636","Kurtis","Mckayla","2022-09-12",13,2,"Kurtis"
"1637","Ashqar","Connor","2022-09-12",16,33,"Ashqar"
"1638","Ashqar","Afnaan","2022-09-12",16,57,"Ashqar"
"1639","Pamela","Charise","2022-09-13",8,14,"Pamela"
"1640","Kendell","Pamela","2022-09-13",8,51,"Pamela"
"1641","Kiana","Kaci","2022-09-13",12,19,"Kaci"
"1642","Anastasia","Mikaela","2022-09-13",13,45,"Mikaela"
"1643","Abdul Ghani","Kristen","2022-09-13",14,0,"Abdul Ghani"
"1644","Nhi","Tiffany","2022-09-13",15,23,"Nhi"
"1645","Connor","Nhi","2022-09-13",15,38,"Nhi"
"1646","Lahana","Grace","2022-09-13",17,30,"Lahana"
"1647","Trevon","Joel","2022-09-14",8,32,"Trevon"
"1648","Kristen","Simone","2022-09-14",9,2,"Kristen"
"1649","Luis","Ye-Ji","2022-09-14",11,45,"Ye-Ji"
"1650","Deonte","Kelia","2022-09-14",13,29,"Deonte"
"1651","Timothy","Sydni","2022-09-14",14,56,"Timothy"
"1652","Burton","James","2022-09-14",15,5,"Burton"
"1654","James","Sydni","2022-09-15",10,10,"James"
"1655","James","Yushan","2022-09-15",10,53,"James"
"1656","Anastasia","Pamela","2022-09-15",11,48,"Pamela"
"1657","Kristen","Yeni","2022-09-15",12,16,"Kristen"
"1658","Makayla","Bryanna","2022-09-15",15,8,"Bryanna"
"1659","Kelia","Bryanna","2022-09-15",15,25,"Bryanna"
"1660","Varun","Ashqar","2022-09-16",7,9,"Ashqar"
"1661","Adam","Ashqar","2022-09-16",7,33,"Ashqar"
"1662","James","Ashqar","2022-09-16",7,42,"Ashqar"
"1663","Brie","Charise","2022-09-16",10,19,"Brie"
"1664","Lohitha","Saara","2022-09-16",11,32,"Lohitha"
"1665","Maleeha","Charise","2022-09-16",14,6,"Maleeha"
"1666","Lahana","Sydni","2022-09-16",15,20,"Lahana"
"1667","Abdul Ghani","Lahana","2022-09-16",15,43,"Lahana"
"1668","Ye-Ji","Lahana","2022-09-16",15,51,"Lahana"
"1669","Nhi","Shelby","2022-09-16",16,28,"Nhi"
"1670","Brie","Ye-Ji","2022-09-17",8,31,"Ye-Ji"
"1671","Trevor","Ye-Ji","2022-09-17",8,56,"Ye-Ji"
"1672","Okatomi","Nhi","2022-09-17",11,38,"Nhi"
"1673","Trevon","Afnaan","2022-09-17",12,15,"Afnaan"
"1674","Timothy","Afnaan","2022-09-17",12,24,"Afnaan"
"1675","Shelby","Saara","2022-09-17",15,58,"Saara"
"1676","Adyn","Mckayla","2022-09-17",17,0,"Mckayla"
"1677","Nawwaara","Nhi","2022-09-18",10,33,"Nawwaara"
"1678","Pamela","Makayla","2022-09-18",12,36,"Makayla"
"1679","Makayla","Yeni","2022-09-18",12,49,"Makayla"
"1680","Trevon","Makayla","2022-09-18",12,58,"Makayla"
"1681","Connor","Brie","2022-09-18",13,22,"Connor"
"1682","Jennell","Sydni","2022-09-18",16,6,"Sydni"
"1683","Maleeha","Mufliha","2022-09-20",7,39,"Mufliha"
"1684","Mufliha","Joel","2022-09-20",7,44,"Mufliha"
"1685","Nhi","Dawnielle","2022-09-20",9,56,"Dawnielle"
"1686","Charise","Dawnielle","2022-09-20",9,59,"Dawnielle"
"1687","Yushan","Mckayla","2022-09-20",13,8,"Mckayla"
"1688","Nawwaara","Mckayla","2022-09-20",13,23,"Mckayla"
"1689","Yeni","Mckayla","2022-09-20",13,35,"Mckayla"
"1690","Anjanetta","Kiana","2022-09-20",16,49,"Anjanetta"
"1691","Tiffany","Saara","2022-09-21",9,20,"Saara"
"1692","Okatomi","Nawwaara","2022-09-21",10,7,"Okatomi"
"1693","Lahana","Okatomi","2022-09-21",10,41,"Okatomi"
"1694","Adyn","Yushan","2022-09-21",12,20,"Yushan"
"1695","Sydni","Najeeba","2022-09-21",14,20,"Najeeba"
"1696","Trevor","Ye-Ji","2022-09-21",15,33,"Ye-Ji"
"1697","Adam","Ye-Ji","2022-09-21",15,43,"Ye-Ji"
"1698","Okatomi","Kelia","2022-09-22",7,41,"Kelia"
"1699","Kristen","Okatomi","2022-09-22",10,4,"Okatomi"
"1701","Charise","Anastasia","2022-09-22",16,28,"Anastasia"
"1702","Anastasia","Saara","2022-09-22",16,28,"Anastasia"
"1703","Abdus Samad","Anastasia","2022-09-22",16,35,"Anastasia"
"1704","Ashqar","Bryanna","2022-09-23",12,37,"Ashqar"
"1705","Abdus Samad","Ashqar","2022-09-23",16,50,"Ashqar"
"1706","Simone","Adyn","2022-09-23",17,47,"Simone"
"1707","Shelby","Sydni","2022-09-24",8,11,"Sydni"
"1708","Sydni","Deunna","2022-09-24",8,46,"Sydni"
"1709","Yeni","Najeeba","2022-09-24",14,41,"Najeeba"
"1710","Brie","Charise","2022-09-24",17,45,"Brie"
"1711","Sydni","Najeeba","2022-09-25",11,15,"Najeeba"
"1712","Yeni","Nhi","2022-09-25",13,41,"Yeni"
"1713","Lohitha","Jennell","2022-09-26",11,10,"Lohitha"
"1714","Lohitha","Charise","2022-09-26",11,38,"Lohitha"
"1715","James","Okatomi","2022-09-26",12,37,"Okatomi"
"1716","Kendell","Okatomi","2022-09-26",13,13,"Kendell"
"1717","Kendell","Shelby","2022-09-26",13,17,"Kendell"
"1718","Ashqar","Kendell","2022-09-26",13,24,"Kendell"
"1719","Nawwaara","Pamela","2022-09-26",17,39,"Pamela"
"1722","Tiffany","Saara","2022-09-27",11,33,"Tiffany"
"1723","Brie","Mikaela","2022-09-27",14,12,"Brie"
"1725","Pamela","Simone","2022-09-28",7,17,"Simone"
"1727","Abdul Ghani","Sydni","2022-09-28",9,17,"Abdul Ghani"
"1728","Luis","Anastasia","2022-09-28",11,7,"Anastasia"
"1729","Tre","Maleeha","2022-09-28",12,9,"Tre"
"1730","Timothy","Pamela","2022-09-28",13,9,"Timothy"
"1731","Kurtis","Lahana","2022-09-28",16,41,"Kurtis"
"1732","Abdul Ghani","Ye-Ji","2022-09-29",8,19,"Abdul Ghani"
"1733","Varun","Mufliha","2022-09-29",11,26,"Varun"
"1734","Lahana","Najeeba","2022-09-29",14,10,"Najeeba"
"1737","Anastasia","Yeni","2022-09-29",15,34,"Anastasia"
"1738","Erick","Anastasia","2022-09-29",15,56,"Anastasia"
"1739","Grace","Shelby","2022-09-29",16,54,"Grace"
"1740","Nhi","Kiana","2022-09-30",10,5,"Nhi"
"1743","Najeeba","Kiana","2022-09-30",12,28,"Najeeba"
"1744","Deonte","Hadiyya","2022-09-30",14,0,"Deonte"
"1745","Yeni","Jennell","2022-09-30",16,0,"Yeni"
"1746","Yeni","Jennell","2022-09-30",16,8,"Yeni"
"1747","Abdul Ghani","Mikaela","2022-10-01",8,30,"Abdul Ghani"
"1748","Trevon","Deonte","2022-10-01",16,1,"Trevon"
"1749","Trevon","Isaiah","2022-10-01",16,11,"Trevon"
"1750","Yeni","Dawnielle","2022-10-02",8,32,"Dawnielle"
"1751","Trevon","Grace","2022-10-02",10,46,"Grace"
"1752","Najeeba","Tiffany","2022-10-02",11,8,"Najeeba"
"1753","Okatomi","Bryanna","2022-10-02",12,6,"Okatomi"
"1754","Kristen","Okatomi","2022-10-02",12,41,"Okatomi"
"1755","Hishaam","Hadiyya","2022-10-02",13,45,"Hishaam"
"1756","Adyn","Maleeha","2022-10-02",14,12,"Adyn"
"1757","Abdus Samad","Brie","2022-10-02",17,1,"Abdus Samad"
"1758","Kelia","Simone","2022-10-03",8,51,"Kelia"
"1759","Burton","Kurtis","2022-10-03",9,30,"Burton"
"1760","Burton","Anjanetta","2022-10-03",9,37,"Burton"
"1762","Hishaam","Deonte","2022-10-03",10,42,"Deonte"
"1763","Kendell","Nhi","2022-10-03",11,22,"Nhi"
"1764","Anastasia","Nhi","2022-10-03",11,56,"Nhi"
"1765","Ye-Ji","Mufliha","2022-10-03",15,10,"Ye-Ji"
"1766","Mckayla","Amelia","2022-10-04",9,0,"Mckayla"
"1767","Makayla","Mckayla","2022-10-04",9,11,"Mckayla"
"1768","Mckayla","Amelia","2022-10-04",9,29,"Mckayla"
"1769","Kendell","Amelia","2022-10-04",12,36,"Amelia"
"1770","Sydni","Amelia","2022-10-04",12,43,"Amelia"
"1771","Trevon","Hishaam","2022-10-04",14,35,"Trevon"
"1772","Jennell","Hadiyya","2022-10-05",11,57,"Jennell"
"1773","Maleeha","Charise","2022-10-05",16,34,"Charise"
"1774","Bryanna","Shelby","2022-10-05",17,17,"Shelby"
"1775","Grace","Shelby","2022-10-05",17,28,"Shelby"
"1776","Kendell","Shelby","2022-10-05",17,57,"Shelby"
"1777","Erick","Najeeba","2022-10-06",9,48,"Erick"
"1778","Kendell","Yushan","2022-10-06",11,31,"Yushan"
"1779","Yushan","Kelia","2022-10-06",11,33,"Yushan"
"1780","Yushan","Grace","2022-10-06",11,33,"Yushan"
"1782","Pamela","Shelby","2022-10-07",7,57,"Pamela"
"1783","Tre","Ashqar","2022-10-07",8,17,"Tre"
"1784","Isaiah","Tre","2022-10-07",8,45,"Tre"
"1786","Sydni","Najeeba","2022-10-07",9,13,"Najeeba"
"1787","Najeeba","Kiana","2022-10-07",9,34,"Najeeba"
"1788","Timothy","Kendell","2022-10-07",12,56,"Timothy"
"1789","Nhi","Deunna","2022-10-07",13,8,"Deunna"
"1790","Pamela","Deunna","2022-10-07",13,31,"Deunna"
"1791","Timothy","Hishaam","2022-10-07",15,8,"Hishaam"
"1792","Luis","Mufliha","2022-10-07",16,34,"Luis"
"1793","Okatomi","Grace","2022-10-07",17,4,"Grace"
"1794","Mikaela","Grace","2022-10-07",17,49,"Grace"
"1795","Grace","Simone","2022-10-07",17,58,"Grace"
"1796","James","Mufliha","2022-10-08",8,39,"James"
"1797","Burton","Yushan","2022-10-08",11,4,"Yushan"
"1798","Brie","Yushan","2022-10-08",11,23,"Yushan"
"1799","Lahana","Pamela","2022-10-08",13,23,"Lahana"
"1800","Andrew","Luis","2022-10-08",16,23,"Luis"
"1801","Luis","Charise","2022-10-08",16,27,"Luis"
"1802","Luis","Amelia","2022-10-08",16,44,"Luis"
"1803","Maleeha","Mufliha","2022-10-09",8,16,"Maleeha"
"1804","Dawnielle","Saara","2022-10-09",11,42,"Dawnielle"
"1805","Ye-Ji","Lohitha","2022-10-09",13,47,"Ye-Ji"
"1806","Lohitha","Kendell","2022-10-09",15,31,"Kendell"
"1807","Ashqar","Kendell","2022-10-09",15,52,"Kendell"
"1808","Hadiyya","Kiana","2022-10-10",7,14,"Kiana"
"1809","Amelia","Kiana","2022-10-10",7,57,"Kiana"
"1810","Joel","Ashqar","2022-10-10",8,6,"Joel"
"1811","Burton","Joel","2022-10-10",8,25,"Joel"
"1812","Jennell","Sydni","2022-10-10",9,34,"Jennell"
"1813","Hadiyya","Okatomi","2022-10-10",11,14,"Hadiyya"
"1814","Abdul Ghani","Connor","2022-10-10",13,52,"Connor"
"1815","Deonte","Makayla","2022-10-10",16,2,"Makayla"
"1816","Trevor","Adyn","2022-10-11",16,10,"Adyn"
"1818","Ashqar","Tiffany","2022-10-12",8,16,"Ashqar"
"1819","Abdus Samad","Andrew","2022-10-12",14,20,"Andrew"
"1820","Lohitha","Okatomi","2022-10-12",16,44,"Okatomi"
"1821","Okatomi","Charise","2022-10-12",16,54,"Okatomi"
"1822","Simone","Hadiyya","2022-10-12",17,37,"Simone"
"1823","Kaci","Tahleela","2022-10-13",12,19,"Kaci"
"1824","Nhi","Shelby","2022-10-13",16,8,"Nhi"
"1825","Nhi","Tiffany","2022-10-13",16,26,"Nhi"
"1826","Adam","Maleeha","2022-10-14",7,27,"Adam"
"1827","Adyn","Jennell","2022-10-14",10,14,"Adyn"
"1828","Kurtis","Mikaela","2022-10-14",12,41,"Kurtis"
"1829","Grace","Burton","2022-10-14",13,2,"Grace"
"1830","Lohitha","Grace","2022-10-14",13,15,"Grace"
"1831","Adam","Trevor","2022-10-15",12,3,"Trevor"
"1832","Lahana","Tahleela","2022-10-16",7,38,"Tahleela"
"1833","Varun","Barcley","2022-10-16",8,20,"Varun"
"1834","Hishaam","Brie","2022-10-16",9,18,"Brie"
"1835","Brie","Lohitha","2022-10-16",9,48,"Brie"
"1836","Maleeha","Brie","2022-10-16",9,57,"Brie"
"1837","Luis","Ye-Ji","2022-10-16",15,24,"Luis"
"1838","Erick","Anastasia","2022-10-16",17,31,"Erick"
